,Report Number,Report Class,year,season,month,date,state,county
1449,12913,A,2005,Summer,July,,Idaho,Latah County
1450,7993,A,2003,Spring,April,20,Idaho,Latah County
1451,6758,A,1963,Summer,June,10,Idaho,Latah County
1452,59343,B,2014,Fall,October,,Idaho,Lemhi County
1453,18050,B,2000,Summer,August,1,Idaho,Lemhi County
1454,4187,B,1996,Spring,May,,Idaho,Lemhi County
1455,2317,A,1995,Summer,August,30,Idaho,Lemhi County
1456,2316,B,1982,Unknown,,,Idaho,Lemhi County
1457,59185,B,2015,Summer,June,25th,Idaho,Madison County
1458,18958,B,2006,Fall,November,7th,Idaho,Madison County
1459,6391,A,1974,Summer,June,,Idaho,Nez Perce County
1460,57784,B,2017,Summer,June,17,Idaho,Oneida County
1461,39086,B,2011,Spring,March,,Idaho,Owyhee County
1462,5720,A,1963,Spring,June,,Idaho,Owyhee County
1463,71799,B,2021,Fall,November,1,Idaho,Shoshone County
1464,65924,B,2020,Summer,August,8,Idaho,Shoshone County
1465,65369,B,2019,Summer,July,13,Idaho,Shoshone County
1466,69141,A,2011,Summer,August,10,Idaho,Shoshone County
1467,59472,A,2006,Summer,August,,Idaho,Shoshone County
1468,7864,B,2004,Winter,January,Jan 24th,Idaho,Shoshone County
1469,23521,A,1996,Summer,May,"or,june",Idaho,Shoshone County
1470,24224,B,1981,Summer,August,1,Idaho,Shoshone County
1471,62182,A,2018,Fall,November,21,Idaho,Valley County
1472,57765,B,2017,Summer,,25th of June,Idaho,Valley County
1473,57970,A,2007,Summer,,,Idaho,Valley County
1474,15621,B,2006,Summer,June,27th,Idaho,Valley County
1475,7870,A,1996,Fall,October,October 1,Idaho,Valley County
1476,2319,B,1993,Fall,September,,Idaho,Valley County
1477,8251,A,1985,Fall,October,25th,Idaho,Valley County
1478,6929,A,1981,Summer,July,July 7?,Idaho,Valley County
1479,58890,B,1980,Fall,September,,Idaho,Valley County
1480,25056,B,1979,Fall,November,20th(?),Idaho,Valley County
1481,12158,A,1979,Winter,February,2/17/1979,Idaho,Valley County
1482,3292,A,1973,Fall,August,24,Idaho,Valley County
1483,4741,A,1969,Summer,August,16,Idaho,Valley County
1484,41718,A,2013,Summer,June,22,Illinois,Adams County
1485,28423,A,1972,Fall,October,29,Illinois,Adams County
1486,36246,A,2011,Fall,October,10,Illinois,Alexander County
1487,40474,B,2011,Summer,August,2,Illinois,Alexander County
1488,31419,B,2011,Winter,December,8,Illinois,Bond County
1489,23395,A,2006,Fall,October,16,Illinois,Bond County
1490,202,A,1998,Spring,May,Mid May,Illinois,Calhoun County
1491,42730,B,1968,Spring,,,Illinois,Calhoun County
1492,71920,A,2021,Fall,November,27,Illinois,Cass County
1494,41318,A,1975,Fall,October,,Illinois,Champaign County
1495,40220,A,2013,Winter,March,4,Illinois,Christian County
1496,39990,B,2012,Summer,June,weekday,Illinois,Christian County
1497,28703,A,2008,Fall,September,28,Illinois,Christian County
1498,28899,A,2008,Spring,May,5,Illinois,Christian County
1499,39084,B,2013,Winter,January,16,Illinois,Clark County
1500,24997,A,2007,Fall,October,27,Illinois,Clinton County
1501,47521,B,2013,Spring,March,wednesday,Illinois,Cook County
1502,51417,B,2014,Fall,August,30,Illinois,Cook County
1503,47720,B,2015,Winter,January,19,Illinois,Cook County
1504,45830,B,2014,Summer,July,11,Illinois,Cook County
1505,45041,B,1974,Summer,July,23,Illinois,Cook County
1506,42150,B,2008,Summer,July,22,Illinois,Cook County
1507,38395,A,2012,Winter,December,20,Illinois,Cook County
1508,35593,B,2012,Spring,May,29,Illinois,Cook County
1509,30601,B,2011,Summer,September,7,Illinois,Cook County
1510,28728,A,2010,Fall,November,16,Illinois,Cook County
1511,28525,B,2010,Fall,November,2,Illinois,Cook County
1512,39851,B,2010,Summer,August,,Illinois,Cook County
1513,12984,A,1968,Fall,September,28,Illinois,Cook County
1514,46494,A,1967,Spring,August,15,Illinois,Cook County
1515,44644,B,2002,Summer,July,12,Illinois,Crawford County
1516,44645,B,2014,Spring,March,3/20/2014,Illinois,Crawford County
1517,33426,B,2007,Winter,January,,Illinois,Crawford County
1518,28110,A,2009,Summer,June,27,Illinois,De Witt County
1519,30367,A,1964,Fall,November,7,Illinois,Douglas County
1520,28679,B,2011,Winter,January,4,Illinois,Du Page County
1521,33911,B,2012,Winter,January,20th,Illinois,Edgar County
1522,34919,B,2000,Spring,March,,Illinois,Edwards County
1523,18059,B,1998,Fall,September,26,Illinois,Fayette County
1524,2805,A,1975,Winter,,15,Illinois,Fayette County
1525,42945,A,1977,Fall,September,,Illinois,Franklin County
1526,35427,A,2012,Spring,May,14,Illinois,Franklin County
1527,36567,B,2009,Summer,August,6,Illinois,Franklin County
1528,11273,A,1979,Summer,August,17,Illinois,Franklin County
1529,28568,A,2010,Fall,October,17,Illinois,Fulton County
1530,27146,B,2010,Winter,January,Jan 5,Illinois,Fulton County
1531,28713,B,2009,Summer,September,15,Illinois,Fulton County
1532,28569,B,2008,Winter,December,27,Illinois,Fulton County
1533,47649,A,2005,Summer,,,Illinois,Fulton County
1534,38765,B,1999,Summer,,,Illinois,Fulton County
1535,31968,A,1985,Winter,January,,Illinois,Fulton County
1536,10892,A,1980,Spring,April,,Illinois,Fulton County
1537,28714,A,1969,Summer,August,9,Illinois,Fulton County
1538,50155,B,1969,Summer,July,12,Illinois,Fulton County
1539,28936,A,2009,Summer,June,24th,Illinois,Grundy County
1540,12439,A,2005,Spring,June,10,Illinois,Grundy County
1541,11831,A,2005,Summer,June,2,Illinois,Grundy County
1542,12140,A,1979,Spring,June,,Illinois,Grundy County
1543,2992,B,2001,Spring,May,May  2001,Illinois,Hancock County
1544,3521,A,2000,Fall,November,15,Illinois,Hancock County
1545,69321,B,2021,Summer,June,13,Illinois,Hardin County
1546,29165,A,2011,Spring,April,15,Illinois,Hardin County
1547,24975,B,2008,Fall,October,21,Illinois,Hardin County
1548,3018,B,2001,Summer,August,16,Illinois,Hardin County
1549,43619,A,2012,Spring,May,12,Illinois,Henderson County
1550,23949,A,2008,Spring,May,,Illinois,Henderson County
1551,4099,A,1985,Fall,September,26th,Illinois,Henderson County
1553,8696,A,1999,Fall,September,15,Illinois,Henry County
1554,14404,A,2003,Fall,September,6,Illinois,Iroquois County
1555,66182,B,2020,Fall,October,12th,Illinois,Jackson County
1556,50208,A,2015,Fall,November,Nov. 2,Illinois,Jackson County
1558,40120,B,2013,Winter,March,1,Illinois,Jackson County
1559,39267,A,2012,Winter,March,6,Illinois,Jackson County
1560,36306,A,2011,Spring,March,,Illinois,Jackson County
1561,2806,C,1980,Unknown,,late 70's-early 80's,Illinois,Jackson County
1562,41916,A,1978,Spring,April,,Illinois,Jackson County
1563,23760,B,1978,Spring,April,,Illinois,Jackson County
1564,40842,B,1975,Fall,October,,Illinois,Jackson County
1566,65795,B,2020,Summer,July,21,Illinois,Jefferson County
1567,35206,B,2009,Fall,,,Illinois,Jefferson County
1568,29265,A,2008,Spring,May,23,Illinois,Jersey County
1569,30645,B,1997,Fall,October,11,Illinois,Jersey County
1570,3474,A,1989,Fall,October,15,Illinois,Johnson County
1571,29448,B,2011,Winter,February,3,Illinois,Kane County
1572,11295,B,1984,Winter,November,17,Illinois,Kane County
1573,29836,B,2011,Summer,July,"july 2, 2011",Illinois,Kankakee County
1574,26905,A,1973,Spring,May,13,Illinois,Kankakee County
1575,77219,A,2024,Spring,April,30,Illinois,Kendall County
1576,15019,B,2006,Summer,June,21,Illinois,Kendall County
1577,46439,A,2014,Summer,August,28,Illinois,Knox County
1578,32162,A,1973,Summer,June,,Illinois,Knox County
1579,49515,A,2015,Summer,August,12,Illinois,La Salle County
1580,46878,A,2014,Fall,October,10/10/14,Illinois,La Salle County
1581,38032,B,2012,Fall,November,9,Illinois,La Salle County
1582,40476,B,2012,Fall,October,10/6/2012,Illinois,La Salle County
1583,30896,A,2011,Fall,October,20,Illinois,La Salle County
1584,30003,A,2011,Summer,July,18,Illinois,La Salle County
1585,28940,A,2011,Winter,February,24th,Illinois,La Salle County
1586,33859,A,1987,Summer,,,Illinois,La Salle County
1588,34980,B,1985,Summer,July,,Illinois,La Salle County
1589,11911,A,1983,Summer,July,,Illinois,La Salle County
1590,40314,B,2013,Spring,March,10,Illinois,Lake County
1591,26039,B,2008,Spring,,13,Illinois,Lake County
1592,49182,B,1953,Summer,August,24,Illinois,Lawrence County
1593,31858,A,2011,Winter,December,19,Illinois,Lawrence County
1594,11121,B,2003,Summer,June,14,Illinois,Lee County
1595,36702,B,1977,Fall,October,1977,Illinois,Livingston County
1596,30203,A,2004,Fall,October,30,Illinois,Logan County
1597,37988,B,2012,Fall,December,02,Illinois,Macon County
1598,23104,A,2006,Fall,,10/05/2006,Illinois,Macon County
1599,37522,A,1980,Winter,January,01/1980,Illinois,Macon County
1600,55934,A,2016,Fall,November,Sunday 13th,Illinois,Macoupin County
1601,46917,B,2014,Fall,November,3,Illinois,Macoupin County
1602,47412,B,2014,Winter,December,27,Illinois,Macoupin County
1603,43319,B,2013,Winter,December,16,Illinois,Macoupin County
1605,38524,B,2012,Fall,November,10,Illinois,Macoupin County
1606,37758,B,2012,Summer,June,,Illinois,Macoupin County
1607,41043,B,2012,Spring,April,,Illinois,Macoupin County
1608,25273,A,2008,Fall,November,8,Illinois,Macoupin County
1610,37697,A,1993,Fall,November,20,Illinois,Macoupin County
1611,24673,A,1992,Fall,September,,Illinois,Macoupin County
1612,2901,B,1978,Spring,,,Illinois,Macoupin County
1613,58089,B,2017,Summer,August,19,Illinois,Madison County
1614,49302,A,1984,Summer,,25,Illinois,Madison County
1615,56168,B,2016,Fall,November,20,Illinois,Madison County
1616,39268,A,2011,Fall,October,1,Illinois,Madison County
1617,41487,B,2011,Winter,February,,Illinois,Madison County
1618,27042,B,2009,Winter,December,18,Illinois,Madison County
1619,25809,A,2009,Spring,April,8,Illinois,Madison County
1620,36571,A,2008,Summer,August,25,Illinois,Madison County
1621,14872,A,2006,Summer,June,08,Illinois,Madison County
1622,10535,A,2004,Summer,July,8,Illinois,Madison County
1623,25267,A,1980,Winter,December,24,Illinois,Madison County
1624,28516,A,1978,Fall,October,21,Illinois,Madison County
1625,41786,A,1978,Summer,,,Illinois,Madison County
1626,39852,B,1977,Fall,September,Late,Illinois,Madison County
1627,3472,C,1973,Summer,June,6,Illinois,Madison County
1629,10910,A,1989,Fall,October,,Illinois,Marion County
1630,3471,C,1972,Fall,September,15,Illinois,Marion County
1631,55386,B,1974,Fall,,,Illinois,Marshall County
1632,29227,B,2011,Spring,May,3,Illinois,Massac County
1633,37972,A,2010,Summer,September,5,Illinois,Massac County
1634,25924,B,2008,Fall,November,26,Illinois,Massac County
1635,39569,A,1985,Summer,,,Illinois,Massac County
1636,40714,B,2013,Winter,March,23,Illinois,McDonough County
1637,36406,A,2012,Summer,August,9th,Illinois,McDonough County
1638,40995,B,2009,Summer,July,,Illinois,McDonough County
1639,15007,A,2004,Fall,September,11,Illinois,McDonough County
1640,67486,B,2021,Winter,January,9,Illinois,McHenry County
1641,47776,A,2013,Winter,February,Sat 18th,Illinois,McHenry County
1642,32400,A,2008,Fall,September,,Illinois,McHenry County
1643,39568,A,2012,Fall,December,14,Illinois,Montgomery County
1644,38337,B,2012,Fall,December,3,Illinois,Montgomery County
1646,28534,A,2006,Summer,August,26,Illinois,Morgan County
1647,28484,A,2006,Summer,July,22,Illinois,Morgan County
1648,28533,A,2005,Fall,November,19,Illinois,Morgan County
1649,41907,B,1986,Winter,January,,Illinois,Morgan County
1650,29241,B,1999,Fall,October,9,Illinois,Moultrie County
1651,27387,B,2010,Winter,February,28,Illinois,Ogle County
1652,40475,B,1965,Fall,October,,Illinois,Ogle County
1653,77743,A,2024,Fall,October,5,Illinois,Peoria County
1654,30510,B,2011,Summer,August,14,Illinois,Peoria County
1655,27692,B,2010,Spring,May,05,Illinois,Peoria County
1656,28429,A,2007,Fall,October,27,Illinois,Peoria County
1657,18584,B,1975,Fall,,,Illinois,Perry County
1658,3300,B,1975,Winter,December,6,Illinois,Perry County
1660,24354,A,2007,Fall,November,16,Illinois,Pike County
1661,25704,B,2007,Fall,September,19th-23rd,Illinois,Pope County
1662,5742,B,1990,Summer,,,Illinois,Pulaski County
1663,24544,A,1999,Fall,,,Illinois,Pulaski County
1664,27374,A,1986,Fall,November,29,Illinois,Putnam County
1665,42547,B,1973,Summer,June,8,Illinois,Randolph County
1666,24147,A,1969,Summer,September,9-1-1969,Illinois,Rock Island County
1667,25362,A,2009,Winter,January,22,Illinois,Saline County
1668,14802,B,2006,Summer,May,29,Illinois,Saline County
1669,13070,B,2005,Fall,November,18,Illinois,Saline County
1670,58238,A,2017,Fall,September,16,Illinois,Sangamon County
1671,39098,B,2012,Fall,October,4,Illinois,Sangamon County
1672,40841,B,2011,Summer,July,,Illinois,Sangamon County
1673,32634,B,2011,Summer,June,28,Illinois,Sangamon County
1674,29612,B,2011,Summer,June,23,Illinois,Sangamon County
1675,31062,B,2011,Spring,June,16,Illinois,Sangamon County
1676,29495,B,2011,Spring,June,15,Illinois,Sangamon County
1677,34728,A,1996,Summer,September,,Illinois,Sangamon County
1678,15251,A,1995,Winter,,,Illinois,Sangamon County
1679,28370,B,1978,Summer,,,Illinois,Sangamon County
1681,33040,B,2010,Fall,November,18,Illinois,Schuyler County
1682,40457,A,2000,Winter,January,,Illinois,Schuyler County
1683,47403,A,2014,Winter,December,6,Illinois,Shelby County
1684,28144,B,2010,Summer,August,7,Illinois,Shelby County
1685,42794,A,1998,Fall,September,28,Illinois,Shelby County
1686,50965,B,2016,Winter,January,15,Illinois,St. Clair County
1687,50967,B,2015,Spring,June,10,Illinois,St. Clair County
1688,55224,A,1996,Summer,June,29,Illinois,St. Clair County
1689,33638,A,1991,Fall,November,16,Illinois,St. Clair County
1690,15347,A,2003,Fall,October,26,Illinois,Stephenson County
1691,55706,A,1957,Winter,,,Illinois,Tazewell County
1692,40075,A,2013,Winter,February,26,Illinois,Tazewell County
1693,12836,B,2005,Fall,October,6,Illinois,Tazewell County
1694,50341,A,2015,Fall,November,21,Illinois,Union County
1695,59073,A,2013,Fall,November,12,Illinois,Union County
1696,57880,A,2013,Fall,October,29,Illinois,Union County
1697,55144,B,2015,Fall,November,12,Illinois,Vermilion County
1698,15844,B,2005,Fall,October,1,Illinois,Vermilion County
1699,43148,A,2013,Summer,October,23?,Illinois,Wabash County
1700,37856,A,2010,Fall,October,19,Illinois,Wabash County
1701,47249,A,2014,Summer,July,12,Illinois,Warren County
1702,50502,B,2013,Fall,November,12,Illinois,Washington County
1703,38295,B,2010,Fall,December,,Illinois,Washington County
1704,24766,A,2008,Summer,September,19-20,Illinois,Washington County
1705,57303,A,2000,Spring,May,18,Illinois,Washington County
1706,49954,A,1945,Spring,,,Illinois,White County
1707,29360,B,1998,Fall,September,,Illinois,White County
1708,71815,B,2018,Winter,February,14th,Illinois,Whiteside County
1709,44649,A,2006,Fall,November,November,Illinois,Whiteside County
1710,33264,B,2012,Winter,January,23,Illinois,Whiteside County
1712,29287,A,2000,Spring,April,7,Illinois,Whiteside County
1713,12919,B,1986,Winter,November,15,Illinois,Whiteside County
1714,75453,A,2023,Winter,January,22,Illinois,Will County
1715,47911,A,1970,Fall,November,sat,Illinois,Will County
1716,42140,A,2009,Fall,October,,Illinois,Will County
1717,15393,B,2006,Summer,,28th,Illinois,Williamson County
1718,15895,B,1977,Winter,December,Betw Christmas & NYE,Illinois,Williamson County
1719,3467,C,1968,Summer,August,15,Illinois,Williamson County
1720,19910,A,1994,Fall,October,22,Illinois,Winnebago County
1721,26874,B,2009,Fall,September,24,Illinois,Woodford County
1722,15119,B,2006,Summer,July,07-06-06,Indiana,Bartholomew County
1723,4466,A,2001,Spring,April,"15 April, 01",Indiana,Bartholomew County
1724,2457,B,1992,Winter,,,Indiana,Bartholomew County
1725,2458,B,1979,Summer,September,,Indiana,Blackford County
1726,2459,A,1977,Winter,December,21,Indiana,Boone County
1727,65536,A,2020,Spring,May,9,Indiana,Brown County
1728,49480,B,2015,Summer,August,8,Indiana,Brown County
1729,35236,A,2012,Spring,May,1,Indiana,Brown County
1730,2461,A,1998,Winter,March,,Indiana,Brown County
1731,2460,B,1995,Spring,May,28,Indiana,Brown County
1732,2475,B,1998,Summer,July,,Indiana,Clark County
1733,10284,B,2004,Summer,June,,Indiana,Crawford County
1734,25454,A,1984,Summer,August,,Indiana,Dearborn County
1735,23537,B,1982,Summer,August,,Indiana,Dearborn County
1736,29032,A,1977,Spring,June,15,Indiana,Decatur County
1737,23734,B,2008,Spring,May,4,Indiana,Elkhart County
1738,29386,B,2010,Fall,October,5,Indiana,Floyd County
1739,292,A,1996,Fall,November,,Indiana,Floyd County
1740,2464,B,1997,Winter,November,22,Indiana,Fountain County
1741,2462,B,1967,Winter,January,,Indiana,Fountain County
1742,26587,A,1975,Summer,July,,Indiana,Grant County
1743,6094,A,1973,Summer,September,,Indiana,Hamilton County
1744,10538,A,1973,Summer,July,10,Indiana,Hamilton County
1745,4635,B,1998,Spring,April,,Indiana,Harrison County
1746,46063,B,2001,Summer,July,July 15 2001,Indiana,Harrison County
1747,2467,A,1991,Summer,,,Indiana,Harrison County
1748,28453,B,1975,Fall,October,,Indiana,Henry County
1749,28797,B,2002,Summer,July,,Indiana,Huntington County
1750,28803,A,1997,Fall,November,,Indiana,Huntington County
1751,1696,A,1999,Fall,October,around 23rd,Indiana,Jefferson County
1752,3195,A,2001,Summer,August,08/04/01,Indiana,Jennings County
1753,1834,B,2001,Winter,February,20th,Indiana,Jennings County
1754,13242,A,2002,Spring,May,11,Indiana,Johnson County
1755,9642,A,2004,Spring,April,2,Indiana,Kosciusko County
1756,8438,A,2003,Fall,October,11,Indiana,Kosciusko County
1757,26939,B,2008,Fall,October,8,Indiana,La Porte County
1758,2076,A,1987,Fall,October,,Indiana,La Porte County
1759,3233,A,1981,Fall,October,26,Indiana,Lawrence County
1760,60871,A,2018,Summer,March,It's still going on,Indiana,Martin County
1761,28861,B,2009,Fall,October,22,Indiana,Monroe County
1762,25658,B,2009,Spring,March,16,Indiana,Monroe County
1763,29674,B,2006,Fall,,,Indiana,Monroe County
1765,24815,A,1988,Winter,November,,Indiana,Monroe County
1766,1440,B,1982,Spring,May,,Indiana,Monroe County
1767,21821,A,1979,Fall,November,,Indiana,Monroe County
1768,27274,B,2009,Summer,July,,Indiana,Montgomery County
1769,44166,B,2012,Spring,May,4th,Indiana,Morgan County
1770,29891,B,2011,Summer,July,7-9-11,Indiana,Morgan County
1771,2406,B,1982,Fall,September,,Indiana,Morgan County
1772,2468,B,1998,Fall,September,12,Indiana,Owen County
1773,25240,B,2000,Fall,October,,Indiana,Parke County
1774,19588,A,1997,Fall,October,10/01/97,Indiana,Parke County
1775,25189,A,1981,Summer,June,,Indiana,Perry County
1777,7239,B,1988,Winter,,,Indiana,Pulaski County
1779,25237,B,2008,Winter,December,,Indiana,Putnam County
1780,25869,B,2006,Summer,August,,Indiana,Putnam County
1781,24862,B,1992,Fall,October,20,Indiana,Scott County
1782,10153,A,1973,Summer,,,Indiana,Shelby County
1783,49467,A,2008,Fall,September,,Indiana,Spencer County
1784,6534,A,1968,Summer,July,,Indiana,Spencer County
1785,1786,A,2000,Fall,November,11/18/00,Indiana,St. Joseph County
1786,38309,B,2012,Winter,November,19-24?,Indiana,Steuben County
